id,card_number,language,series_id,name,card_type,rarity,colors,cost,life,power,counter,attribute,traits,effect_text,trigger_text,source_info,block_icon,created_at,updated_at
2375,OP08-118,en,62,Silvers Rayleigh,CHARACTER,SEC,赤,8,,8000,,Slash,Former Roger Pirates,"[On Play] Select up to 2 of your opponent's Characters, and give 1 Character −3000 power and the other −2000 power until the end of your opponent's next turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.648984,2026-02-16 04:38:54.745134
2376,OP09-002,en,61,Uta,CHARACTER,R,赤,1,,2000,1000,Special,FILM,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Red-Haired Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.650621,2026-02-16 04:38:54.745135
2377,OP09-004,en,61,Shanks,CHARACTER,SR,赤,10,,12000,,Slash,The Four Emperors/Red-Haired Pirates,Give all of your opponent's Characters −1000 power.[Rush] (This card can attack on the turn in which it is played.),,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.652151,2026-02-16 04:38:54.745136
2378,OP09-005,en,61,Silvers Rayleigh,CHARACTER,R,赤,5,,6000,1000,Slash,Roger Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If your opponent has 2 or more Characters with a base power of 5000 or more, draw 2 cards and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.653667,2026-02-16 04:38:54.745136
2379,OP09-009,en,61,Benn.Beckman,CHARACTER,SR,赤,7,,7000,1000,Ranged,Red-Haired Pirates,[On Play] Trash up to 1 of your opponent's Characters with 6000 power or less.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.655182,2026-02-16 04:38:54.745137
2380,OP09-014,en,61,Limejuice,CHARACTER,UC,赤,3,,3000,2000,Special,Red-Haired Pirates,[On Play] Your opponent cannot activate up to 1 [Blocker] Character that has 4000 power or less during this turn.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.656711,2026-02-16 04:38:54.745138
2381,OP09-020,en,61,Come On!! We'll Fight You!!,EVENT,R,赤,1,,,,,The Four Emperors/Red-Haired Pirates,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Red-Haired Pirates} type card other than [Come On!! We'll Fight You!!] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Draw 1 card.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.659850,2026-02-16 04:38:54.745139
2382,OP09-027,en,61,Sabo,CHARACTER,UC,緑,5,,6000,1000,Special,ODYSSEY/Revolutionary Army,"[When Attacking] [Once Per Turn] If you have 3 or more rested Characters, draw 1 card.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.661444,2026-02-16 04:38:54.745140
2383,OP09-033,en,61,Nico Robin,CHARACTER,C,緑,4,,5000,1000,Strike,ODYSSEY/Straw Hat Crew,"[On Play] If you have 2 or more rested Characters, none of your {ODYSSEY} or {Straw Hat Crew} type Characters can be K.O.'d by effects until the end of your opponent's next turn.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.663755,2026-02-16 04:38:54.745141
2384,OP09-046,en,61,Crocodile,CHARACTER,SR,青,7,,7000,1000,Special,Cross Guild/Former Baroque Works,"[On Play] Play up to 1 {Cross Guild} type Character card or Character card with a type including ""Baroque Works"" with a cost of 5 or less from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.666036,2026-02-16 04:38:54.745141
2385,OP09-048,en,61,Dracule Mihawk,CHARACTER,SR,青,6,,7000,,Slash,Cross Guild,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Draw 2 cards and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.667597,2026-02-16 04:38:54.745142
2386,OP09-056,en,61,Mr.3(Galdino),CHARACTER,R,青,1,,2000,1000,Special,Cross Guild/Former Baroque Works,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card or card with a type including ""Baroque Works"" other than [Mr.3(Galdino)] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.669115,2026-02-16 04:38:54.745143
2387,OP09-057,en,61,Cross Guild,EVENT,R,青,1,,,,,Cross Guild,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Cross Guild} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.671459,2026-02-16 04:38:54.745144
2388,OP09-065,en,61,Sanji,CHARACTER,SR,紫,7,,7000,1000,Strike,Straw Hat Crew,"[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: This Character gains [Rush] during this turn. Then, rest up to 1 of your opponent's Characters with a cost of 6 or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.673046,2026-02-16 04:38:54.745145
2389,OP09-069,en,61,Trafalgar Law,CHARACTER,R,紫,1,,2000,1000,Slash,Heart Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} or {Heart Pirates} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.674582,2026-02-16 04:38:54.745146
2390,OP09-072,en,61,Franky,CHARACTER,SR,紫,4,,5000,1000,Strike,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −2, You may trash 1 card from your hand: Draw 2 cards.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.676080,2026-02-16 04:38:54.745146
2391,OP09-076,en,61,Roronoa Zoro,CHARACTER,R,紫,3,,5000,,Slash,Straw Hat Crew,[On Play] You may return 1 or more DON!! cards from your field to your DON!! deck: Add up to 1 DON!! card from your DON!! deck and set it as active.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.677630,2026-02-16 04:38:54.745147
2392,OP09-077,en,61,Gum-Gum Lightning,EVENT,UC,紫,2,,,,,The Four Emperors/Straw Hat Crew,[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with 6000 power or less.,[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.679921,2026-02-16 04:38:54.745148
2393,OP09-078,en,61,Gum-Gum Giant,EVENT,R,紫,1,,,,,The Four Emperors/Straw Hat Crew,"[Counter] DON!! −2, You may trash 1 card from your hand: If your Leader has the {Straw Hat Crew} type, up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 2 cards.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.682215,2026-02-16 04:38:54.745149
2394,OP09-079,en,61,Gum-Gum Jump Rope,EVENT,C,紫,2,,,,,The Four Emperors/Straw Hat Crew,"[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less. Then, draw 1 card.",[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.683856,2026-02-16 04:38:54.745150
2395,OP09-084,en,61,Catarina Devon,CHARACTER,UC,黒,5,,6000,1000,Special,Blackbeard Pirates,"[Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type, this Character gains [Double Attack], [Banish] or [Blocker] until the end of your opponent's next turn.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.686123,2026-02-16 04:38:54.745151
2396,OP09-086,en,61,Jesus Burgess,CHARACTER,R,黒,4,,5000,1000,Strike,Blackbeard Pirates,"This Character cannot be K.O.'d by your opponent's effects.If your Leader has the {Blackbeard Pirates} type, this Character gains +1000 power for every 4 cards in your trash.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.688426,2026-02-16 04:38:54.745152
2397,OP09-093,en,61,Marshall.D.Teach,CHARACTER,SR,黒,10,,12000,,Special,The Four Emperors/Blackbeard Pirates,"[Blocker][Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.690680,2026-02-16 04:38:54.745152
2398,OP09-096,en,61,My Era...Begins!!,EVENT,R,黒,1,,,,,Blackbeard Pirates,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Blackbeard Pirates} type card other than [My Era...Begins!!] and add it to your hand. Then, trash the rest.",[Trigger] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.692167,2026-02-16 04:38:54.745153
2399,OP09-097,en,61,Black Vortex,EVENT,C,黒,2,,,,,Blackbeard Pirates,[Counter] Negate the effect of up to 1 of your opponent's Leader or Character cards and give that card −4000 power during this turn.,[Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.693705,2026-02-16 04:38:54.745154
2400,OP09-098,en,61,Black Hole,EVENT,UC,黒,4,,,,,Blackbeard Pirates,"[Main] If your Leader has the {Blackbeard Pirates} type, negate the effect of up to 1 of your opponent's Characters during this turn. Then, if that Character has a cost of 4 or less, K.O. it.",[Trigger] Negate the effect of up to 1 of your opponent's Leader or Character cards during this turn.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.695952,2026-02-16 04:38:54.745155
2401,OP10-011,en,60,Tony Tony.Chopper,CHARACTER,R,赤,4,,4000,2000,Strike,Punk Hazard/Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] This Character gains +2000 power.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.698210,2026-02-16 04:38:54.745156
2402,OP10-018,en,60,Ten-Layer Igloo,EVENT,C,赤,2,,,,,Punk Hazard/Donquixote Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, give up to 1 of your opponent's Leader or Character cards −2000 power during this turn.",[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.700530,2026-02-16 04:38:54.745157
2403,OP10-032,en,60,Tashigi,CHARACTER,SR,緑,3,,4000,2000,Special,Punk Hazard/Navy,"If you have a green Character other than [Tashigi] that would be removed from the field by your opponent's effect, you may rest this Character instead.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.702849,2026-02-16 04:38:54.745158
2404,OP10-046,en,60,Kyros,CHARACTER,SR,青,7,,9000,,Slash,Dressrosa,[On Play] Return up to 1 Character with a cost of 5 or less to the owner's hand.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.704402,2026-02-16 04:38:54.745158
2405,OP10-079,en,60,God Thread,EVENT,UC,紫,5,,,,,The Seven Warlords of the Sea/Donquixote Pirates,"[Main] K.O. up to 1 of your opponent's Characters with a cost 5 or less. Then, add up to 1 DON!! card from your DON!! deck and set it as active.",[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.705906,2026-02-16 04:38:54.745159
2406,OP10-095,en,60,Roronoa Zoro,CHARACTER,R,黒,4,,6000,,Slash,Dressrosa/Supernovas/Straw Hat Crew,"[On Play] You may rest 1 of your {Dressrosa} type Leader or Stage cards: K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, trash 2 cards from the top of your deck.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.708209,2026-02-16 04:38:54.745160
2407,OP10-105,en,60,Cavendish,CHARACTER,C,黄,6,,8000,1000,Slash,Dressrosa/Supernovas/Beautiful Pirates,,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.710533,2026-02-16 04:38:54.745161
2408,OP10-108,en,60,Scratchmen Apoo,CHARACTER,C,黄,1,,1000,1000,Ranged,Supernovas/On-Air Pirates,"If you have a yellow {Supernovas} type Character other than [Scratchmen Apoo], this Character gains [Blocker].",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.712824,2026-02-16 04:38:54.745162
2409,OP10-109,en,60,Basil Hawkins,CHARACTER,R,黄,4,,5000,1000,Slash,Supernovas/Hawkins Pirates,[On K.O.] Trash up to 1 card from the top of your opponent's Life cards.,[Trigger] Draw 2 cards and trash 1 card from your hand.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.715142,2026-02-16 04:38:54.745163
2410,OP10-112,en,60,"Eustass""Captain""Kid",CHARACTER,SR,黄,8,,9000,,Special,Supernovas/Kid Pirates,"[On Play] You may rest this Character: Trash up to 1 card from the top of your opponent's Life cards.[End of Your Turn] If your opponent has 2 or less Life cards, draw 1 card and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.717487,2026-02-16 04:38:54.745163
2411,OP10-114,en,60,X.Drake,CHARACTER,UC,黄,3,,3000,2000,Slash,Supernovas/Navy/Drake Pirates,"[Activate: Main] You may rest this Character: If the number of your Life cards is equal to or less than the number of your opponent's Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.718995,2026-02-16 04:38:54.745164
2412,OP10-119,en,60,Trafalgar Law,CHARACTER,SEC,黄,7,,9000,,Slash,Dressrosa/Supernovas/Heart Pirates,"[On Play] Reveal up to 1 {Supernovas} type Character card from your hand and add it to the top of your Life cards face-down. Then, give up to 1 rested DON!! card to 1 of your {Supernovas} type Leader.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.722127,2026-02-16 04:38:54.745165
2413,P-044,en,103,Sabo,CHARACTER,P,赤,3,,4000,1000,Special,Revolutionary Army,"[DON!! x1] If you have 4 or less cards in your hand, this Character gains +2000 power.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.723630,2026-02-16 04:38:54.745166
2414,P-063,en,103,Jinbe,CHARACTER,P,緑,4,,5000,2000,Strike,Fish-Man,[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.725964,2026-02-16 04:38:54.745167
2415,P-068,en,103,Sanji,CHARACTER,P,青,3,,4000,2000,Strike,Kingdom of GERMA/The Vinsmoke Family,[Activate: Main] You may trash this Character: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.729043,2026-02-16 04:38:54.745168
2416,P-069,en,103,Koala,CHARACTER,P,赤,1,,1000,1000,Strike,Revolutionary Army,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.731411,2026-02-16 04:38:54.745169
2417,P-070,en,103,Carrot,CHARACTER,P,緑,2,,2000,1000,Special,Minks,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.733702,2026-02-16 04:38:54.745169
2418,P-073,en,103,Sabo,CHARACTER,P,黄,5,,5000,2000,Special,Dressrosa/Revolutionary Army,[Activate: Main] [Once Per Turn] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +1000 power during this turn.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.736052,2026-02-16 04:38:54.745170
2419,P-074,en,103,Portgas.D.Ace,CHARACTER,P,青,3,,4000,1000,Special,Whitebeard Pirates,[Activate: Main] You may return this Character to the owner's hand: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.738408,2026-02-16 04:38:54.745171
2420,P-075,en,103,Monkey.D.Luffy,CHARACTER,P,黒,7,,7000,,Strike,Supernovas/Straw Hat Crew,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.[When Attacking] If you have a Character with a cost of 8 or more on your field, draw 1 card and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],2,2026-02-15 14:47:47.740716,2026-02-16 04:38:54.745172
2421,P-078,en,103,Adio,CHARACTER,P,緑,4,,5000,2000,Ranged,ODYSSEY,"If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.743021,2026-02-16 04:38:54.745173
2422,P-079,en,103,Lim,CHARACTER,P,緑,2,,,1000,Wisdom,ODYSSEY,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested {ODYSSEY} type Characters, set this Character as active.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.745325,2026-02-16 04:38:54.745174
2423,P-081,en,103,Dracule Mihawk,CHARACTER,P,青,4,,5000,1000,Slash,Cross Guild,"[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.747617,2026-02-16 04:38:54.745175
2424,P-082,en,103,Crocodile,CHARACTER,P,青,5,,7000,,Special,Cross Guild/Former Baroque Works,"[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including ""Baroque Works"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],3,2026-02-15 14:47:47.750031,2026-02-16 04:38:54.745176
